,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Stable
0,0.43211465454131964,0.7121497827266209,1.0107821081662132,-5.199337582605575,0.6446187308766487,0.6602048242793913,2.5003006271801733,3.091122200510662,-1.2003019497032472,-2.539979782119495,-1.3783974716724237,-0.4362618249214488,0.24034560597935203,-0.4264704940356832,0.4240346958572278,0.4089937828489779,0.39420675575583125,1
1,0.3688595607630696,0.6262827622312691,0.9104635848536738,-5.199337582605575,0.4278577623421843,0.4278550110774189,2.785077116324586,5.19933758270342,-0.4390413918409243,-0.9427792821254255,-0.8753097014354984,-0.4253217508804081,0.1574879091678099,-0.4643777365609971,-0.43380726019076865,-2.4095082053053916,0.45295018237014933,1
2,0.20609304295303746,0.4894109766604238,0.9025174170252133,-5.199337582605575,0.42523502069321756,0.42518381939047906,3.0307501367121397,3.372127067947559,-0.43141884755332266,-0.43827512982506,-0.4390939878455759,-0.42260480156614494,0.14506610972458722,-0.4276194023158048,-0.43828982968947267,-2.789478642450909,0.5345609054852706,1
3,0.15404209601256075,0.42297006011026006,0.7913232777251574,-5.199337582605575,0.4227238171424024,0.42268111732469,3.235754185590969,3.084105266255098,-0.4277430916885372,-0.4315011486771603,-0.43373885761365183,-0.42062131112169293,0.1412475524371398,-0.44442534560106517,-0.5317490134367642,-5.199337582605575,0.8697711126112714,1
4,0.13976951230054047,0.3230567088007971,0.5783856663014288,-5.199337582605575,0.42046090077635745,0.4204304089011642,1.2955032987688775,2.8995698530447434,-0.42412769253987537,-0.427791020767914,-0.42938698242251194,-0.418872134928912,0.13797803950935794,-0.425322148416957,-0.8776183362006862,-3.1798042357396663,0.478864937146444,1
5,0.13801791613626344,0.28091745074256164,0.4973291205123972,-5.199337582605575,0.41862542225679916,0.4186275968881281,1.8028224599112976,1.4533947659675888,-0.4213063700945855,-0.4243437803115638,-0.42542803673637447,-0.4172937274513075,0.13680036723729136,-0.4337392372901551,-1.1117237297970524,-3.127962662983413,0.5550756195335679,1
6,0.13461431422523412,0.19877831048209083,0.4194800814441248,-5.199337582605575,0.41607419041481375,0.41601430430258535,1.762088102364437,0.48025224965382435,-0.4188868726481496,-0.4214503403854981,-0.42288553312560456,-0.4155851192907639,0.11933873012827827,-0.432982541772694,-1.976867016878084,-2.9912646223028863,0.8665253588508618,1
7,0.13354341462734548,0.18058275475112384,0.41769746573177224,-5.199337582605575,0.4130150105210891,0.405271912715735,0.9674224210893781,0.4328880417890904,-0.41675878685461537,-0.4190154612452875,-0.42067477818554044,-0.4115448767377233,0.09008418407108794,-0.43582281994105254,-2.462516743057966,-3.0236983182504344,0.5936951544746504,1
8,0.1310338722089084,0.15572520212402627,0.41582624509650556,-5.199337582605575,0.12714189737838452,0.09560377543086432,0.8870051407776558,0.42773661609029673,-0.41518302144541813,-0.4167412147026966,-0.4183659502628849,-0.0864607016194,0.04890667839455528,-0.4549725785969222,-2.362861523898034,-2.7816833449966025,0.6123562582624021,1
9,0.13036532407314855,0.15299527717711053,0.4138583821070576,-5.199337582605575,-0.03506488491375563,-0.03819344378980396,0.708864201619722,0.42383160322614855,-0.4133247897114373,-0.41459671708640583,-0.41630555271735337,0.032143577049261365,-0.009697692386841528,-0.43684962560191964,-2.4465242280462993,-2.731581200041655,0.48376643415119275,1
10,0.12813633483601822,0.13578435684836118,0.4117214584042325,-5.199337582605575,-0.05877771497800056,-0.06914596107167152,0.6963843411506985,0.4210711416108251,-0.2876421688758763,-0.4127497060574103,-0.41409218940732934,0.06905225642633256,-0.028883205381160043,-0.4480933759438591,-2.4947768525259075,-2.68734243618861,0.5848202190005414,1
11,0.11980852124488771,0.12794898500403726,0.41049391138639074,-5.199337582605575,-0.18597854522156365,-0.1957168206408309,0.7641779679019277,0.41867120647558104,-0.05206898443962393,-0.28091706117147797,-0.4117007219061054,0.14722928602166718,-0.10825700480825652,-0.4229815139235795,-2.5167099814696896,-2.633025256849593,0.8196876629958882,1
12,0.09947221260157288,0.12633377639887083,0.4088206031465587,-5.199337582605575,-0.33843622072777796,-0.3484598308208731,0.6576201298019864,0.4175662626767799,0.04217494444556509,-0.09678177028290018,-0.25059119872733704,0.25765726068101036,-0.25228340009561767,-0.4133893222114514,-2.8188377429951874,-2.6393524716473693,0.777005866395061,1
13,0.06918894348858821,0.12571284139072217,0.3761299917723102,-5.199337582605575,-0.4023061639563306,-0.4032488735569701,0.7997260365314796,0.41614847415035866,0.07300604258232109,0.0415775275633127,-0.06947846113971515,0.336173063496562,-0.3017604624434422,-0.40254846658301846,-3.096971471884342,-2.577767520732052,1.057080232114084,1
14,0.013789692571785937,0.1238111082569787,0.33360994348203643,-5.199337582605575,-0.41899255188018053,-0.4199668621777618,0.8598826123577026,0.4139539744885067,0.19443653406669567,0.0661836494392813,0.040630137720613226,0.38978168688443754,-0.3640165204210128,-0.4167637229155386,-2.737126117329281,-2.5288224195396034,1.2202518001494957,1
15,-0.050726189440831015,0.12198534410674974,0.3152839513873577,-5.199337582605575,-0.42698910937192164,-0.4278299072729991,0.6213336501097375,0.4119110883990563,0.24241503577428203,0.19351949162733192,0.05912167286569369,0.41006877528520774,-0.4093415926922017,-0.41692791117210926,-3.0237177823559733,-2.5175801689874775,0.8966390280561353,1
16,-0.06841261859896719,0.11205549788780318,0.18711664860324623,0.15497457225878442,-0.4278174164016859,-0.4290350893973775,0.6201058323525808,0.409398484551791,0.3416594328462958,0.21213456374058137,0.13543171792035444,0.4192155472135678,-0.43061114224227826,-0.4113079335559659,-2.896357552538354,-2.4927059118042125,0.9833027838834394,1
17,-0.07664182335357379,0.09916852499463674,0.2060605266958494,-5.199337582605575,-0.43534623732768896,-0.43630766943933014,0.5337400136736864,0.40800947890764244,0.3871533048098826,0.29784892014600384,0.2031157715316849,0.42523894983706617,-0.46238580372296156,-0.3671236875095743,-2.708123358827221,-2.4458824880140124,0.8387653350072699,1
18,-0.16586490476232604,0.05154080350719427,0.18161425314839943,-5.199337582605575,-0.4392093009095754,-0.4411901822039707,0.7106748423014005,0.40661460180188863,0.4059323070604494,0.3503660997539465,0.28155533100112295,0.4313937108852425,-0.4978355955259961,-0.1606316510741949,-5.199337582605575,-2.4625085575748265,1.267765184401548,1
19,-0.2109640166520207,0.02772460661011421,0.2861152158949339,-5.199337582605575,-0.44778352183193726,-0.4484041219007227,0.6132536333075532,0.39658704300010156,0.41676713687013817,0.39069692364001485,0.36017688970230005,0.43627099005838077,-0.5384070747852857,-0.17792195526061336,-3.1322863535401777,-2.408259931155317,1.1896628789630452,1
20,-0.19349799097800305,0.03623708380931811,0.28834830234520015,-5.199337582605575,-0.4463073680495589,-0.4457176337452391,0.5108679172301122,0.04337571396141923,0.423944609279325,0.40859971530959566,0.3909462413073854,0.4390177818491181,-0.6315438668203908,0.2780762815767734,-2.8484003120201895,-2.3928050808464407,1.0877079034468484,1
21,-0.22013736570044112,0.010349374608225013,0.24473801255296365,-5.199337582605575,-0.4421104775356026,-0.44246542745167466,0.5827583093187884,-0.10686098976888471,0.4301845574543304,0.41859201478034874,0.40876357164590527,0.4416691894709286,-0.7106726255390903,0.4730445166569318,-2.5960977510374286,-2.3564160971233497,1.3153209159346173,1
22,-0.24357643363259102,0.0012427561915003703,0.14987344587579793,-5.199337582605575,-0.4406430147128075,-0.4399379136088602,0.49345590644565324,-0.17023261652937965,0.4345365386045454,0.4250699527710388,0.4177051050240739,0.4443669222610247,-0.7425040384659197,0.34156935812408584,-2.5757250188560588,-2.3383616837601133,1.253585535879508,1
